StartDate,TRUST_FINDING_1,TRUST_AUTHOR_1,TRUST_FINDING_2,TRUST_AUTHOR_2,TRUST_FINDING_3,TRUST_AUTHOR_3,Q66,Q65,Q67,Q68,condition,counter
2024-11-22 18:38:15,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:39:22,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:39:49,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:40:25,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:40:26,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 18:40:46,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,28,Female,Asian or Asian American,4 year degree (Bachelor's),2,4
2024-11-22 18:41:04,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:41:33,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:41:55,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:41:56,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 18:42:19,Somewhat disagree,Somewhat disagree,Agree,Neutral,Agree,Strongly agree,30,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 18:42:35,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:42:36,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 18:43:11,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:44:00,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:44:08,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,24,Female,White,4 year degree (Bachelor's),2,4
2024-11-22 18:44:23,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 18:50:31,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,28,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 18:54:33,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,39,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 19:02:05,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-22 19:03:27,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,28,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 19:03:37,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 19:09:09,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,28,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 19:11:58,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,34,Female,White,4 year degree (Bachelor's),2,4
2024-11-22 19:12:13,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-22 19:24:52,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Neutral,33,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4
2024-11-22 20:31:17,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30,Male,White,4 year degree (Bachelor's),1,4
2024-11-22 20:41:40,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30,Female,White,4 year degree (Bachelor's),2,4
2024-11-22 20:58:44,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 21:09:40,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,25,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4
2024-11-22 21:27:00,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-22 22:55:14,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-22 23:16:29,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 14:58:23,Agree,Agree,Agree,Agree,Agree,Agree,34,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 14:58:30,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 14:59:50,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 15:00:52,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,25,Male,Asian or Asian American,4 year degree (Bachelor's),1,4
2024-11-23 15:02:00,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:05:08,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:18:02,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:18:16,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:22:13,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-23 15:23:22,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:24:53,Somewhat agree,Agree,Agree,Somewhat agree,Neutral,Agree,1963,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 15:26:31,Agree,Agree,Agree,Agree,Agree,Agree,34,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:34:53,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,42,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:43:15,Agree,Disagree,Agree,Somewhat disagree,Agree,Neutral,30,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:56:05,Agree,Somewhat agree,Neutral,Somewhat agree,Agree,Somewhat agree,34,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 15:59:20,Strongly agree,Somewhat agree,Neutral,Agree,Neutral,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 16:10:52,Somewhat agree,Agree,Neutral,Somewhat agree,Agree,Agree,35,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 16:11:56,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 16:13:05,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,25,Female,Asian or Asian American,4 year degree (Bachelor's),1,4
2024-11-23 16:18:41,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,34,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 16:18:56,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 16:22:52,Somewhat disagree,Neutral,Somewhat agree,Neutral,Neutral,Somewhat agree,35,Male,Middle Eastern or North African,4 year degree (Bachelor's),2,4
2024-11-23 16:23:19,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,1999,Male,Asian or Asian American,4 year degree (Bachelor's),1,4
2024-11-23 16:25:33,Agree,Neutral,Agree,Agree,Neutral,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 16:29:55,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 16:31:13,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,34,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:08:48,Somewhat agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:13:00,Strongly agree,Somewhat agree,Neutral,Agree,Agree,Strongly agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:16:54,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,32,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 17:17:27,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,32,Male,White,4 year degree (Bachelor's),2,4
2024-11-23 17:20:37,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:25:49,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 17:29:11,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,1990,Male,White,2 year degree (Associate's),1,4
2024-11-23 17:32:48,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:33:32,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:37:54,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,33,Male,White,2 year degree (Associate's),1,4
2024-11-23 17:39:55,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 17:43:34,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,33,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:00:39,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 18:01:53,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 18:02:01,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 18:02:21,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 18:02:22,Somewhat agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,32,Female,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4
2024-11-23 18:02:37,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 18:03:34,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 18:04:29,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,39,Male,White,4 year degree (Bachelor's),2,4
2024-11-23 18:07:59,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,41,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:14:27,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 18:16:53,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 18:19:27,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:19:51,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:19:55,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-23 18:20:09,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:20:56,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:21:24,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:21:42,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,1990,Male,White,2 year degree (Associate's),1,4
2024-11-23 18:24:55,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),2,4
2024-11-23 18:28:35,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 18:32:14,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-23 18:32:26,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),2,4
2024-11-23 18:32:45,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:33:05,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:35:40,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:35:49,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 18:35:56,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:42:33,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:42:42,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,24,Male,White,4 year degree (Bachelor's),1,4
2024-11-23 18:53:39,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-23 20:30:42,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-24 01:39:31,Somewhat agree,Agree,Strongly agree,Neutral,Somewhat agree,Agree,25,Female,White,4 year degree (Bachelor's),1,4
2024-11-24 09:57:05,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,27,Female,White,4 year degree (Bachelor's),2,4
