StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,CONSENT,COMP1.1,COMP1.2,Q74,Q41,Q61,Q47,Q51,Q57,Q60,TRUST_FINDING_1,TRUST_AUTHOR_1,TRUST_FINDING_2,TRUST_AUTHOR_2,TRUST_FINDING_3,TRUST_AUTHOR_3,COMP2.1,COMP2.2,Q75,Q43,Q63,Q46,Q50,Q56,Q59,COMP3.1,COMP3.2,Q76,Q42,Q64,Q44,Q49,Q55,Q58,Q66,Q65,Q67,Q68,condition,counter,firstArticle,secondArticle,thirdArticle,CreationTime
2024-11-25 17:13:52,2024-11-25 17:29:55,100,962,True,2024-11-25 17:29:55,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:14:13,2024-11-25 17:18:33,100,259,True,2024-11-25 17:18:33,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Neutral,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,25,Male,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:14:18,2024-11-25 17:16:54,100,156,True,2024-11-25 17:16:54,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,2 year degree (Associate's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:14:31,2024-11-25 17:16:54,100,142,True,2024-11-25 17:16:55,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:14:56,2024-11-25 17:16:15,100,78,True,2024-11-25 17:16:15,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,2 year degree (Associate's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:15:30,2024-11-25 17:17:50,100,139,True,2024-11-25 17:17:51,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,35,Female,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:03,2024-11-25 17:19:39,100,216,True,2024-11-25 17:19:40,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:03,2024-11-25 17:17:09,100,66,True,2024-11-25 17:17:09,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Neutral,Somewhat agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Male,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:17,2024-11-25 17:22:18,100,360,True,2024-11-25 17:22:18,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:36,2024-11-25 17:18:16,100,100,True,2024-11-25 17:18:17,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,30,Male,White,2 year degree (Associate's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:49,2024-11-25 17:19:43,100,173,True,2024-11-25 17:19:44,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:56,2024-11-25 17:31:19,100,863,True,2024-11-25 17:31:20,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:16:57,2024-11-25 17:19:21,100,143,True,2024-11-25 17:19:21,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Neutral,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,3,Male,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:08,2024-11-25 17:18:35,100,87,True,2024-11-25 17:18:36,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Neutral,Somewhat agree,Agree,Somewhat disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,33,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:09,2024-11-25 17:31:18,100,848,True,2024-11-25 17:31:18,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Neutral,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,30,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:17,2024-11-25 17:31:47,100,869,True,2024-11-25 17:31:48,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:31,2024-11-25 17:21:03,100,212,True,2024-11-25 17:21:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Neutral,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,35,Male,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:32,2024-11-25 17:18:46,100,73,True,2024-11-25 17:18:47,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:38,2024-11-25 17:23:10,100,332,True,2024-11-25 17:23:11,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:49,2024-11-25 17:22:48,100,298,True,2024-11-25 17:22:48,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,33,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:17:55,2024-11-25 17:24:03,100,367,True,2024-11-25 17:24:03,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:18:11,2024-11-25 17:20:50,100,158,True,2024-11-25 17:20:50,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:18:19,2024-11-25 17:30:21,100,722,True,2024-11-25 17:30:22,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,41,Female,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:18:33,2024-11-25 17:20:55,100,142,True,2024-11-25 17:20:56,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:18:44,2024-11-25 17:38:46,100,1201,True,2024-11-25 17:38:46,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:19:09,2024-11-25 17:32:04,100,774,True,2024-11-25 17:32:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:19:30,2024-11-25 17:21:02,100,91,True,2024-11-25 17:21:02,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,33,Male,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:19:41,2024-11-25 17:21:10,100,88,True,2024-11-25 17:21:11,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Neutral,Agree,Agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,35,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:19:46,2024-11-25 17:21:11,100,84,True,2024-11-25 17:21:12,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,35,Male,White,4 year degree (Bachelor's),1,4,3,1,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:19:57,2024-11-25 17:58:42,100,2325,True,2024-11-25 17:58:43,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Neutral,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,30,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:20:28,2024-11-25 18:29:03,100,4115,True,2024-11-25 18:29:04,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:20:40,2024-11-25 17:22:28,100,108,True,2024-11-25 17:22:28,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat disagree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:20:44,2024-11-25 17:23:43,100,178,True,2024-11-25 17:23:43,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Somewhat agree,Agree,Somewhat agree,Agree,Neutral,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:20:48,2024-11-25 17:25:09,100,260,True,2024-11-25 17:25:09,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,"Graduate or professional degree (e.g., MSc, PhD, JD, MD)",1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:20:51,2024-11-25 17:32:19,100,688,True,2024-11-25 17:32:19,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:21:00,2024-11-25 17:22:10,100,70,True,2024-11-25 17:22:10,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Neutral,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,35,Female,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:21:07,2024-11-25 17:22:16,100,69,True,2024-11-25 17:22:17,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:21:08,2024-11-25 17:32:08,100,660,True,2024-11-25 17:32:09,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:21:14,2024-11-25 17:53:05,100,1910,True,2024-11-25 17:53:05,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,32,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:21:14,2024-11-25 17:22:40,100,86,True,2024-11-25 17:22:41,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,35,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:22:02,2024-11-25 17:23:23,100,80,True,2024-11-25 17:23:24,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,35,Female,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:22:10,2024-11-25 17:24:24,100,134,True,2024-11-25 17:24:25,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Neutral,Agree,Agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:22:11,2024-11-25 17:32:46,100,634,True,2024-11-25 17:32:46,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:22:12,2024-11-25 17:25:03,100,171,True,2024-11-25 17:25:03,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,35,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:22:25,2024-11-25 17:25:06,100,161,True,2024-11-25 17:25:06,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,33,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:22:26,2024-11-25 17:34:50,100,743,True,2024-11-25 17:34:50,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Somewhat agree,Neutral,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,Adolescent behavior,,The editor has had a recent research collaboration with the main author of the article,,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,3,2,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:23:02,2024-11-25 17:25:06,100,124,True,2024-11-25 17:25:06,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,The editor has had a recent research collaboration with the main author of the article,,No,,,,28,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:23:21,2024-11-25 17:24:40,100,79,True,2024-11-25 17:24:40,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Neutral,Strongly agree,Agree,Agree,Somewhat agree,Neutral,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,Video games,,,The editor was affiliated with the same institution as the main author of the article,No,,,,28,Male,White,4 year degree (Bachelor's),1,4,1,3,2,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:23:24,2024-11-25 17:26:17,100,173,True,2024-11-25 17:26:18,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Neutral,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,25,Female,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:24:11,2024-11-25 17:25:35,100,84,True,2024-11-25 17:25:36,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,33,Male,White,4 year degree (Bachelor's),1,4,2,1,3,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:25:03,2024-11-25 17:51:02,100,1558,True,2024-11-25 17:51:02,anonymous,EN,Yes,Remote working is associated with higher employee productivity,Workplace dynamics,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Screen time is not associated with school performance,,Adolescent behavior,,,,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,30,Male,White,4 year degree (Bachelor's),1,4,2,3,1,Mon Nov 25 14:45:56 PST 2024
2024-11-25 17:25:14,2024-11-25 17:28:19,100,185,True,2024-11-25 17:28:19,anonymous,EN,Yes,Remote working is associated with higher employee productivity,,Workplace dynamics,,,,,,,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Screen time is not associated with school performance,Adolescent behavior,,,The editor was affiliated with the same institution as the main author of the article,No,,,,Playing violent video games is associated with less aggressive behavior,,Video games,,,,,,,34,Male,White,4 year degree (Bachelor's),1,4,1,2,3,Mon Nov 25 14:45:56 PST 2024
